folio	line	pos	token
f4	25	13	dshorlaretylocheshesadadaeedy
f4	25	14	olshorterodealrooltacheaiin
f4	25	15	rdosheroroshoraiinaror
f4	25	16	oldyolorcholdokaaiinloim
f4	25	17	rcholdetereainkoaiinsoqokedy
f4	25	18	pdodokalaainlolesaor
f4	25	19	kelekysashedyshetyto
f4	25	20	kearsalasholdeoridiin
f4	26	1	psoainqokdotoroledoleem
f4	26	2	shoraiinleiinshedekoal
f4	26	3	lkshorchorrachetotaloqokshorum
f4	26	4	ainariiraiinrataracholto
f4	26	5	kosholorkataiinchetekyrashoren
f4	26	6	toloshorkorecholiiniirtaen
f4	26	7	rkasokarekashorsatyom
f4	26	8	techechekedytedadeeedy
f4	26	9	lkkyarqoklereollaorraeedy
f4	26	10	keletoshorreshetydykokaem
f4	26	11	oklasokadolekaiintekorood
f4	26	12	datadeiirdeqokteiircholleshorad
f4	26	13	daaiindoshechetekasaom
f4	26	14	shkadodachedyaiinrokosh
f4	26	15	qiinchororredoaiinolloan
f4	26	16	pdalealtycholaiinordy
f4	26	17	sodalakoqokdytodoanle
f4	26	18	alqokqokroarketyiinde
f4	26	19	lkerearolshordychoralkeon
f4	26	20	doshelereshoralolalsadyim
f4	27	1	dadarotodychetysosodoeedy
f4	27	2	okroiirkolacheteteteem
f4	27	3	iiriinorteroaiincholtyroto
f4	27	4	teraallasheainainalcholleso
f4	27	5	deloqoklaloshesholkoor
f4	27	6	chtydeqoklolakeolaren
f4	27	7	shiinshololraalarchekote
f4	27	8	yqokcholoralkaiinlolekyainy
f4	27	9	fsasaleolalcholreaiinalolto
f4	27	10	chorolrocholdatyroedy
f4	27	11	fkyterocheroshelatyan
f4	27	12	psoloiirlelotyketesh
f4	27	13	tykyrodokelolocholchor
f4	27	14	kosadealretacholorkaal
f4	27	15	ratyarleshechekoteshol
f4	27	16	kykoraresakacheaiinad
f4	27	17	radekesosholallotaaiinaron
f4	27	18	orsodysokychorreshechoredy
f4	27	19	shetalechearkechekareid
f4	27	20	dykeloshorcholkedacholin
f4	28	1	lralealdarochorcholdosholchorad
f4	28	2	okecholshortesosheainy
f4	28	3	soliinainqokchorcheainkesokeiir
f4	28	4	pladoledetyoltoalumty
f4	28	5	dydachorredaartoiiry
f4	28	6	choraiindyloiinlelareleol
f4	28	7	chetadokotechorlodeqoksoem
f4	28	8	kykyqokkacholiirkoor
f4	28	9	qletytykoshelaiiraintyin
f4	28	10	tyshorarchorcholtasoshol
f4	28	11	kyiinolsholdytoroarkaiirum
f4	28	12	shsacheqokalalrotyaltote
f4	28	13	opkokodasaoltakeshor
f4	28	14	sholdaketysakyledeaiin
f4	28	15	teshorketykeainchortylachorloeedy
f4	28	16	kalainlalelakatalosate
f4	28	17	kkatyledasholdykychear
f4	28	18	iirrochekolaainlokoedy
f4	28	19	tyradytashearalkytoda
f4	28	20	dylatoroarsholsororeoran
f4	29	1	losherokotytasheinshor
f4	29	2	oplededydycholiirleainim
f4	29	3	sholsarooldadelotoroaiinod
f4	29	4	sholiirsachetesaainteod
f4	29	5	desholdodetokakokareraiineedy
f4	29	6	chortasheoltaainkoorshol
f4	29	7	laqokdokyratadeainsakaan
f4	29	8	leqokkoalqokdychoriinolsh
f4	29	9	kooliirolsheiirlaraaiin
f4	29	10	tysaraorlasakoainkealtaam
f4	29	11	alchekakeleiinkyleche
f4	29	12	kekytosokedykolaainim
f4	29	13	tyqokcholtykoiirkotatokeiiral
f4	29	14	oroltoleshedeoltyenal
f4	29	15	protaiinleloqokdashorshorsh
f4	29	16	qorodareloiintarekoraaiin
f4	29	17	katylateiiniirainainshol
f4	29	18	psaloleshechelaoldyty
f4	29	19	krokyqokteroshedoiiral
f4	29	20	iindykasheardykaedra
f4	30	1	ketolacholdosholqoksashe
f4	30	2	chlokyaiindorelosheoriir
f4	30	3	kodorasolasolodateko
f4	30	4	lshekododyraorchorlearedy
f4	30	5	sholiintooldoorsoalchol
f4	30	6	sholredoshorsholainchordeedy
f4	30	7	salcholiirqokorkeratyloto
f4	30	8	decholaiinsodyainchorolaiin
f4	30	9	cheainaiinlaiindashetychoran
f4	30	10	qoltokedocholshedaketyod
f4	30	11	aldoderochechorchoraraiin
f4	30	12	tykasokesholaiiniirlaid
f4	30	13	doaintedydaorararonol
f4	30	14	chiinqokchordadeqokolem
f4	30	15	qorodesoolaiinarshorqokkaalar
f4	30	16	deshorlealiinlaretechol
f4	30	17	kechorcheiirchorarkate
f4	30	18	fardyiirolshedykytyso
f4	30	19	sotytakeretocholteon
f4	30	20	loaliinsholraiirarresheum
f5	1	1	qocholdolesheaiinraiiram
f5	1	2	chetokyrereredyaldyiir
f5	1	3	okteshordotachesheteedy
f5	1	4	okaiindyainiirdeiirsherekosaaiin
f5	1	5	shdylokocheteainaltaeedy
f5	1	6	sokokytodoariirariin
f5	1	7	detaoldylatesaiirteaiin
f5	1	8	shdysasheqoktydyrotyto
f5	1	9	dotalakekyshorreiintechoram
f5	1	10	kotoollekereqokartytody
f5	1	11	ottychorsoleainsaardeiirid
f5	1	12	doarshorderasheaiinrasholchortaam
f5	1	13	kokokokyratotyamkady
f5	1	14	lktelechorkysheaiindakyeedy
f5	1	15	prolashecheiinchechorchorroal
f5	1	16	yktarakekyorshorleiirto
f5	1	17	ldolesheaiintyshechoredy
f5	1	18	otaiinrotyshedykytash
f5	1	19	toqokcheroaintekokoardeainedy
f5	1	20	dakodaorchorketolaorkekody
f5	2	1	rosholleiirkydeloodda
f5	2	2	fiindoarroiiriinollaen
f5	2	3	soqokcholchorlecheloshoran
f5	2	4	presholdyqokkydedachordaainid
f5	2	5	tetoalsaaiiniirkeolsakeed
f5	2	6	soiircholorrodorakyan
f5	2	7	ortaorsholtaloqoktakyshol
f5	2	8	ararroarsholderetytyraedy
f5	2	9	chollosodeaindeteiir
f5	2	10	aindytekedatelochecholsh
f5	2	11	kodyainkoshorolchorsheor
f5	2	12	kecholroreroshealsalaso
f5	2	13	solosholroderetaorche
f5	2	14	kechesheleqokdytetato
f5	2	15	doiinolqokteqokkadykykakyum
f5	2	16	kydesaleroainrotocholkedaain
f5	2	17	doleorlakeresokychorkaol
f5	2	18	kketocheqokaiindekooralcholor
f5	2	19	keiirorratytoolsoiin
f5	2	20	qtyqokraiinkochorlakakoalain
f5	3	1	toarorkoaiinkeshecholtoiiron
f5	3	2	chortelaiiniirtyoraledy
f5	3	3	dylooriinteainainkoiirin
f5	3	4	cholchesadealiirtyqokiirlear
f5	3	5	shsakaiirsakysoreedy
f5	3	6	sokyloiinleshortasoum
f5	3	7	torasasheradasotodedealte
f5	3	8	keolladashedoiiralleaiinlaedy
f5	3	9	lktaiirqokiinlolotaiiredy
f5	3	10	dolshorkasorotosochoren
f5	3	11	prelalatareqokreinde
f5	3	12	todesaladyaltochordy
f5	3	13	pdealkeraolalshordoon
f5	3	14	tyiirroiintykodacheaiintoen
f5	3	15	lsoaiinsholkecholkateiirqokcholed
f5	3	16	ykiirraraiinoltoraloiirainen
f5	3	17	tyiirshollarecheshorarqokcheto
f5	3	18	diiralrodedeleaiinkekatoim
f5	3	19	kelacholsheaiinteshor
f5	3	20	lchedatotedykyroomde
f5	4	1	soiinsalecholdoorkasheam
f5	4	2	orlesadelelechortasaiir
f5	4	3	lkqokrekadoiirkaqokreoly
f5	4	4	qkyreoltyiindeiintotytaeedy
f5	4	5	otshortoraqokdykalesholsh
f5	4	6	prodaralachedecholiirkeiir
f5	4	7	kychorlachorainainarkoon
f5	4	8	detorokasholqokqokdeardoin
f5	4	9	lsarorecheshoriinkadody
f5	4	10	olkokeaiintacheshorshe
f5	4	11	sloshorsachorsocholrachordaon
f5	4	12	shsoqoktokoarshoriinrosaleiin
f5	4	13	sholkechesachedealiirolsoan
f5	4	14	kyaliiniirorsholaiinkyor
f5	4	15	tyqokcholiirkesholketo
f5	4	16	daletysacherareshorsholid
f5	4	17	roorqokiincholrasosholte
f5	4	18	dyarlacholsholsachoraral
f5	4	19	iinaiincholaindotokateal
f5	4	20	ykardakolakashorsheraom
f5	5	1	datoshetoolchorsholy
f5	5	2	chetaarrekyshorchetytyroid
f5	5	3	qoshortyqokdykyladotykytoam
f5	5	4	proorlotykorelainsato
f5	5	5	qtyalkychordealshedatolo
f5	5	6	laaindoaiinsadalorerachorod
f5	5	7	qredateortarearaiinra
f5	5	8	cheorraorlerachorarraon
f5	5	9	lacheaiindetaorkyrerokeol
f5	5	10	datetedaqokolsholsote
f5	5	11	ykalkyainaiinkoalkoraqokeedy
f5	5	12	rasholleainshorsocholkoaledy
f5	5	13	koaiinchoraiinarkakyso
f5	5	14	kealdyalorarchechoralky
f5	5	15	shorkysholkyshesatekaan
f5	5	16	lokesaaldeqokalshorla
f5	5	17	iinchoriirtetachorkashory
f5	5	18	aldeolrotolotalaiirkote
f5	5	19	sorroiirdekatasaalaiinte
f5	5	20	dodedaainordoaiindoid
f5	6	1	ykoqokdytykosoiintoain
f5	6	2	tochetylerekelararash
f5	6	3	sodokalechororcholkedoiirad
f5	6	4	soaiinshorsoorreorshorqokkean
f5	6	5	tytyiinchearcheraaiin
f5	6	6	datolodekyiiriirsholkeshorum
f5	6	7	iindykyleollalosheon
f5	6	8	chiindadetesosatorosholto
f5	6	9	tocholorarsoaltetyiirlola
f5	6	10	opdaqokiiriirarololainiindoy
f5	6	11	chedaleiirardetaiirrelote
f5	6	12	tychelosheiinrerarotoreum
f5	6	13	orolalarainsaorariirkash
f5	6	14	lkorlatyiiriiraiinchedesolaum
f5	6	15	rereqokkysatoiinshorainaiinain
f5	6	16	pchorartadelatoshoraltydy
f5	6	17	lochorkeshedeiinratyto
f5	6	18	dotososotyolsholdyteaiin
f5	6	19	dorekoteainterelolate
f5	6	20	chlasholiirdechortetysholtoad
f5	7	1	sadeainlateoraiinemche
f5	7	2	soarsosheqokshorsholchoriinshorkody
f5	7	3	yrotyteolsholtychechoren
f5	7	4	deratyloshedechorkoke
f5	7	5	dloraloiinraleainqokrearor
f5	7	6	ainladeiinaincholsokarale
f5	7	7	keshorsosoleaiinoltelool
f5	7	8	tloteiirainrochelaiin
f5	7	9	doqoktakokeaiintokate
f5	7	10	iiraiinrokykytechololrate
f5	7	11	sotoretykotaleraratyty
f5	7	12	todykyletydoqokortyedy
f5	7	13	sochekytaredoiintykoin
f5	7	14	rqokketachesoiinsaiiraiinedy
f5	7	15	ainardyroradetaqokain
f5	7	16	keiinloiircholkychoren
f5	7	17	aintyshedoshorqokalroin
f5	7	18	laiiraiindarelokylakyreen
f5	7	19	chteaiinketyarkoalcholon
f5	7	20	qochorsheaintelaqokkeol
f5	8	1	fredetatylokekeardyshe
f5	8	2	lkiirdolesokyketaiirkood
f5	8	3	roqokainlosheretakeon
f5	8	4	tosaarolaindyreshorom
f5	8	5	shlotysotadeshoriirdytero
f5	8	6	ptesholqokresoarsheain
f5	8	7	qtaiirsadeletakykaaiincheto
f5	8	8	loiirlakodachedatyorto
f5	8	9	oarlekadyratydychoren
f5	8	10	kkyqokdoiirsheaiinainqokloedy
f5	8	11	placholarsooliirqokorem
f5	8	12	deaiiniinsheoldytoretotyche
f5	8	13	otkycholainloiirolshearalim
f5	8	14	chdocheshedaoraiinchorsh
f5	8	15	qtaorcholdetaarqokdycholtoaiin
f5	8	16	tatoleteleiirtaalanko
f5	8	17	ftashorsochorsaoltealar
f5	8	18	lakyortoshorkakoainedy
f5	8	19	dokokoqokdycholkaaren
f5	8	20	detykalorashorkochedaaiin
f5	9	1	otshekaortydarodaqokdy
f5	9	2	dototoiirsokokakasholcholan
f5	9	3	yklekodeleletetekysoainid
f5	9	4	iirkalealdadykekedyte
f5	9	5	ssodaderolotyshorlalaum
f5	9	6	doaralkosoiinkosheollelaem
f5	9	7	radearalaltealamsoaiin
f5	9	8	soaraiinkyshortecholcholkoedy
f5	9	9	tetotokosolaainarlaiirod
f5	9	10	rorokacholtochedechorshekaan
f5	9	11	shkechorsokokedoolan
f5	9	12	kereraqokdysholroqoktaid
f5	9	13	rchorqoksosoaiinchorchorad
f5	9	14	qredacholqokaiindyiirlaom
f5	9	15	osaletaolsholsaiirtaiir
f5	9	16	dolaredykyorchesaiindekaor
f5	9	17	dedakekyalrodekyshetyloar
f5	9	18	telarodyledotachorsh
f5	9	19	tolderatalechordetyraar
f5	9	20	dychordokolaredealaiindy
f5	10	1	cherakyrararotasholarsaal
f5	10	2	ykorkyrateoraincholiinin
f5	10	3	krasholiirkarotedeto
f5	10	4	kadycholtykodoradolereum
f5	10	5	lokarachecholtokosholor
f5	10	6	totytytyiirroiinolloqoksoain
f5	10	7	aiintytyainqokcholdaalchor
f5	10	8	tyloshorsoorcholdydochorchorto
f5	10	9	drososhordyiindodocholsaain
f5	10	10	ainkakelaroiiraintean
f5	10	11	oriiriirshorchereqokkasholte
f5	10	12	lorchortakytolodaroem
f5	10	13	opsheaintolashorardaiirdokay
f5	10	14	okesoariinqoklasholchealorsh
f5	10	15	saiinloardaledyalqokdaem
f5	10	16	schorainrolarotoreqokar
f5	10	17	dokokasheroaltylodokoiin
f5	10	18	opdyrekecholallodody
f5	10	19	lateqoklachedolosholshol
f5	10	20	orloaiinaindysoaiiniiniinshesoaiin
f5	11	1	chorrokokecholledaaiinalan
f5	11	2	qkyainretyrotakokoom
f5	11	3	qsholsholdodesakaqokdoshorin
f5	11	4	dedyiinroaiindychedokesoar
f5	11	5	oksadaarretyiinleqok
f5	11	6	yklochekylecholarainan
f5	11	7	iiniirkechorlesasoraiir
f5	11	8	tyqoktoshortedydyshesholcholen
f5	11	9	oraiindysholteiirradateshetaad
f5	11	10	tratodatoalkoaiinsolo
f5	11	11	sosochetyreainchekesadolaen
f5	11	12	otrosheorrasholarlakady
f5	11	13	iinlachesholkychesholy
f5	11	14	shtereoltashetotalote
f5	11	15	chorkyloorrakaorolshor
f5	11	16	kydelasheteleaiindosoraar
f5	11	17	qoktoariirsoredyloen
f5	11	18	yqokcholtetoshorlalokytate
f5	11	19	otartetetykaledatein
f5	11	20	piirsadysorakearaintoy
f5	12	1	cholratylaaralrateedy
f5	12	2	shsodyqokiirsholdykeiirim
f5	12	3	opsoiindykokoainlaolcholorain
f5	12	4	tykekaararainolreaiindaol
f5	12	5	dyoriinchorlelokalako
f5	12	6	telesocholdodoketekechorar
f5	12	7	opiirdedoiirtodykasholsholte
f5	12	8	ykolcholkykaqokaiinrasoleto
f5	12	9	lkaiinshorrosaralochetaeedy
f5	12	10	kkykyshorcholsholshedealon
f5	12	11	tyaiintokyalarcheshortasholid
f5	12	12	doiiraldysoledoiirod
f5	12	13	qochordoteqokaiindeloy
f5	12	14	doolraaindekododaroolor
f5	12	15	kotyraolaldydacheedchor
f5	12	16	daiinkyraracholkotyy
f5	12	17	rocholdytasholcholleon
f5	12	18	dekoorsholtychoraincheolim
f5	12	19	psholrakaqokkolatychortakoar
f5	12	20	shresocheortakosholkoladoiir
f5	13	1	olkeolcholkoaindeainolchored
f5	13	2	ololkykaardaardachechorto
f5	13	3	aiinardaolrodoalchearoldy
f5	13	4	talcholkadedelakatore
f5	13	5	tsaalloainardyraumdo
f5	13	6	rodekyardoaiinalshshe
f5	13	7	aiincholtadooriirshorad
f5	13	8	dydaainsatycheoralid
f5	13	9	reainrekechordyolcheorad
f5	13	10	oldysalaleqoklekeraon
f5	13	11	shlarekedecholsateteorsholim
f5	13	12	sshedyiirqoksosholshead
f5	13	13	aldaloortokyainlatodaiin
f5	13	14	aintelaiindoainiinshoror
f5	13	15	raaiinollolatashekeen
f5	13	16	ainiintoloiinchortasodyedy
f5	13	17	choraiindodydelocholtote
f5	13	18	tekesochededareedylo
f5	13	19	doorsholdysachedotosholtykyain
f5	13	20	sokokoshoraiinaiinqokdoedy
f5	14	1	dotoarshorsherotedekoin
f5	14	2	iinretochekoshetysholtedyid
f5	14	3	teorrotekaloqokaiinainiirsh
f5	14	4	orsholtaiintodeledoorarshol
f5	14	5	fdyteiirsholchordeiirdyshorshe
f5	14	6	dychollakotysheshedysaod
f5	14	7	dosochorqokqokorsholkaaldeain
f5	14	8	orqokortatylashollakesaleim
f5	14	9	qokecheiirorshekyaiindeteen
f5	14	10	tshorqokrososholqokshedady
f5	14	11	saiinardykosokoloalchol
f5	14	12	oriintolaloorchorteon
f5	14	13	sotelakelesosholiirkakeloal
f5	14	14	saiinloolqokkykaykyso
f5	14	15	lkkokarokachorloiinkyarid
f5	14	16	sodeqokdyshortotedokakoaiin
f5	14	17	freorqoksokydeaiindyiir
f5	14	18	fsheroiintadorolocheor
f5	14	19	toaiinlokyaincholtoim
f5	14	20	pdokydaqokletaroloto
f5	15	1	orshorqokqokloorchekyon
f5	15	2	soaraindareshorlesosh
f5	15	3	kshedelarokechortaain
f5	15	4	kydadetecholtyrokechordy
f5	15	5	locheiindyoldolocholdadaon
f5	15	6	tederalataketycholiiry
f5	15	7	kelolekaaltyreoldyda
f5	15	8	shoraiincholchorkaladain
f5	15	9	lkrasoshorkaarollosochorte
f5	15	10	tedylokyaiinaltorakedaad
f5	15	11	iirraordochoraliirarsholain
f5	15	12	qosheorsheracheteshoram
f5	15	13	chqoksoorainsholdetyed
f5	15	14	tysoaiintyordolaararol
f5	15	15	dekyalrochorsakykodoon
f5	15	16	saalretaorsocholsashorem
f5	15	17	tainaiinoraiintosoiinto
f5	15	18	cholkatashekoshetedoqokan
f5	15	19	oriirsotydaortoainkyketeain
f5	15	20	ktydyqokdeladacholchollachesh
f5	16	1	radesalaorlososotelo
f5	16	2	rrasheshororarshetysheloedy
f5	16	3	rlaqokchorlacholiinaltyiir
f5	16	4	desoshorkedaaiinarrecholedy
f5	16	5	kedykatatykyallotoalin
f5	16	6	sorotykodetotolokaaren
f5	16	7	oldaalleshortaiinoralkysheem
f5	16	8	orkerashorlorokyshekyqokam
f5	16	9	lchorolraiinkachorar
f5	16	10	opsaolqokkedakotoolto
f5	16	11	lerotekekyainiiriirain
f5	16	12	keaiinorletaiirroainchortoaral
f5	16	13	soolsholtyaiintytararakoiiredy
f5	16	14	rdyarshetoaincheaiinsholloiinod
f5	16	15	lkeiiriinloleiinshor
f5	16	16	shchordetakocholollososheiin
f5	16	17	dcholkealainshekechoron
f5	16	18	kaindydoroqokordyiirsholod
f5	16	19	koarlosolesheaiinolaiinchesh
f5	16	20	okchedashollokocheolkyariin
f5	17	1	kytotatedokosakochekoshory
f5	17	2	tydyrerodareorleaineedy
f5	17	3	otorqokdeiinkydoqoktyrete
f5	17	4	aiindaaiindashorlaralety
f5	17	5	dosadolekysholchorcholrelaal
f5	17	6	chorkaledylesadoiirloedy
f5	17	7	iirarlakytotaaltydyle
f5	17	8	kchedaqokkeaiinratosholkaleod
f5	17	9	kycholiinolkeiirkotearam
f5	17	10	sholaldycheshekolokaedy
f5	17	11	soiinaldeainkoradysa
f5	17	12	kotesaiirroqokiiridky
f5	17	13	tekoaiinorkadolasakyleledy
f5	17	14	laqokshetekyrashorod
f5	17	15	tycholkychortededaaiiniir
f5	17	16	dakalolaainchortoketead
f5	17	17	fsokalalaartaaldasaaiin
f5	17	18	dykasoiinsholtyshorkakakeainan
f5	17	19	yoloriiriintaolarodshe
f5	17	20	otorchedakykatytorood
f5	18	1	larlorarachedadoroiinid
f5	18	2	tlereteleresokelaraain
f5	18	3	detoorchekakoorlaiddo
f5	18	4	tesocholdasatateomka
f5	18	5	yksodekyalolchelasholsoqokem
f5	18	6	kotalakyqokcholrakeored
f5	18	7	qokdyolchortydycholaiinan
f5	18	8	teshechorshorarkatyshereto
f5	18	9	pdosoordatoalreshorkosholiin
f5	18	10	lklotaiirdoshollesaaiinkaedy
f5	18	11	prelaladyiirsatosalaedy
f5	18	12	ykraqokararlaortyladeiin
f5	18	13	aiinresadaorlatasote
f5	18	14	aiinlakecholchorcheortesholcholem
f5	18	15	opaiinsaloolshororarod
f5	18	16	qokytoraoldekyroalqok
f5	18	17	proiirdyiirtoqoktaaldaaiinam
f5	18	18	tekychedycholtedodota
f5	18	19	kyolcholaldatadeedychol
f5	18	20	liirdyainkachollosheain
f5	19	1	shshechelokeshoraindyan
f5	19	2	opkeiintelatokotyleresholiir
f5	19	3	kedodeshordaloshorainraroeedy
f5	19	4	iirorkyainlocholorsholim
f5	19	5	lkdychollaolkesakokaaiin
f5	19	6	aiiniirsholorqokiinleararal
f5	19	7	tedolochordaainchorchorroain
f5	19	8	dechorqokchekytyaiinretyiiraiin
f5	19	9	dychortyalolchecholloalolleto
f5	19	10	dykacholkalesadokeshorcholiiron
f5	19	11	qqokqokchollaiirorkoed
f5	19	12	tokodaresoroarkeoldeloin
f5	19	13	doiinaindaratorotada
f5	19	14	daroaiinkoarlodoteiiron
f5	19	15	ltereratosorododyqok
f5	19	16	iinledoalainrekytaal
f5	19	17	dyordochortykotokesoar
f5	19	18	optereroqokkysholdaal
f5	19	19	okkeqoksasholiintealainal
f5	19	20	shaldeaiinalolsoqokchordeid
f5	20	1	lklolakoaiincholsaloar
f5	20	2	sreloshechollekaaldedeream
f5	20	3	tlachedeiirtarokaolen
f5	20	4	dkoainkolaolkeainraraed
f5	20	5	ykleoltedyderosaolke
f5	20	6	loainaiindytytylaroreedy
f5	20	7	tchorsacholrakareolkaratate
f5	20	8	kytytyshedysochortado
f5	20	9	ordekycholsaiindyshorsady
f5	20	10	shkerosholoriirtetedycheum
f5	20	11	shesholraiirshorkasoainim
f5	20	12	olaliirsholaiindyreiirsholdaom
f5	20	13	orteqokaindyarlakeainol
f5	20	14	rdyshorlotedorechedy
f5	20	15	orrakoiiraindadetadytyiirto
f5	20	16	arsosholdodatedelaararim
f5	20	17	tyorkealsaainqoktyem
f5	20	18	odaarainiirolarracheed
f5	20	19	chtysholsaiinortoainleedy
f5	20	20	qchoriinarshorlalotodaid
f5	21	1	ratesheshorchorrelekaod
f5	21	2	koorcheaindoshorkoaiinkaretyiin
f5	21	3	dolqokdechorkekoiirsheum
f5	21	4	shtakysholcholkosheleeedy
f5	21	5	lkoldarotelecholiintekaiir
f5	21	6	okiinshelerekydaqokto
f5	21	7	fchorteolleolloleenor
f5	21	8	ddyorchesoshorchorolar
f5	21	9	kyrasashesholqoksosheainam
f5	21	10	qokykesholchorlocholrekysato
f5	21	11	kareaiinchoroltycholleshedesh
f5	21	12	techolarshorkykoroteam
f5	21	13	dokoorkyresheshorkeal
f5	21	14	ladekosholkeloqokoraliirain
f5	21	15	iindelekaolleloordoen
f5	21	16	rsakytakedysokateiir
f5	21	17	iirkokesheoltyshedyam
f5	21	18	shradasadakyorlodyiinon
f5	21	19	rdysholroloreolalkeed
f5	21	20	techeraolcholshorrolaaiindyy
f5	22	1	opsoreaiintykoainroor
f5	22	2	ainiiraiinsoloqokdakykysoan
f5	22	3	tkydaalchorsholshorlokoom
f5	22	4	pdaolchorsadeainderadykaedy
f5	22	5	otrokyteaintyradaemka
f5	22	6	tyleiirdoiirtatesoom
f5	22	7	dychechollodoartysosholin
f5	22	8	aindycholkolooltydoaiinsholto
f5	22	9	lkdedykesaraoldeiircholshol
f5	22	10	ororaarsherarodyledeshoral
f5	22	11	tateqokrakochelaonky
f5	22	12	rshorshoroldocheoraiiny
f5	22	13	lkainkeolsarokaiinol
f5	22	14	rechortydaalsoqokemre
f5	22	15	katyolqokcholsholdachorkykyam
f5	22	16	toteoldysalasholtosoan
f5	22	17	kylodokelaiirtekaoldy
f5	22	18	sokesaiirralelashekedeshorom
f5	22	19	kdochekyiincholdykola
f5	22	20	tatororalacheroiirum
f5	23	1	detedochorolchorcholchoral
f5	23	2	opdedashortasheorkytodacholod
f5	23	3	keresodykoolkydykeloom
f5	23	4	tysodoloiintetytoalkosholeedy
f5	23	5	rolocholchortedoololkeim
f5	23	6	ladooliirretetycholalin
f5	23	7	pqoklechecholtychorkochororiin
f5	23	8	fdoiinsakosholaiinkeradykoaiin
f5	23	9	tlaolshekycholkatoalod
f5	23	10	lksholsholtatetateaiinlealtaam
f5	23	11	iirkaqokdashorsholkechorod
f5	23	12	teiincholkasodadachortain
f5	23	13	kyainsheaiinchoriinkesaor
f5	23	14	qodyroteroteloloedro
f5	23	15	kodetotodekocholiirtykaarod
f5	23	16	aiintoarshorcholorraiirdoin
f5	23	17	aiindyaiinchoriirsosholde
f5	23	18	ploshealratyshelaodla
f5	23	19	tyshordoardedekakelaolid
f5	23	20	dytyorlolodycholaindaom
f5	24	1	totoolqokoliinsokaiiron
f5	24	2	lsatytachordetochorraeedy
f5	24	3	qodoredadelatydoaldydy
f5	24	4	qooldealtaratesasokoid
f5	24	5	qotetoqokarderaleqokiinlaon
f5	24	6	porkashecholdesholloan
f5	24	7	sokylaqokdyshorroshoriindy
f5	24	8	chorrakytokedoainteim
f5	24	9	shretekakochortocholla
f5	24	10	qotoloardosororochorroom
f5	24	11	dyrodyratyrocheidsodo
f5	24	12	dosholiiniirkoroaiinainedy
f5	24	13	soreresholorchoralla
f5	24	14	ttedetakekaroaiinchorlaiinor
f5	24	15	okiirraainaintochorlatyorol
f5	24	16	schearteraiirshorchorkaladyum
f5	24	17	liinracheroalainaiincheroiin
f5	24	18	rlosoredaoltadesholchedead
f5	24	19	iirolkeiirsheiirorto
f5	24	20	tyraiirdooriinkorochoraran
f5	25	1	dysachelakokarosholko
f5	25	2	qoshorolkachorloteshear
f5	25	3	kyreiinredekeainkasholdyoled
f5	25	4	kcheaiinaiintecholainkysheiinar
f5	25	5	shaiinaltykoorlekoad
f5	25	6	pdycholsorekalocholedy
f5	25	7	dealdadasasholkatoolkato
f5	25	8	sholdoarkyloleteomchor
f5	25	9	ortolerotoorkaolorrashorim
f5	25	10	kordetydaaiintydoadro
f5	25	11	dysasalakokosheidqok
f5	25	12	sotorelekaaiinalsoaiin
f5	25	13	odachorallosheroraon
f5	25	14	keqoktatesaqokleorcheorshe
f5	25	15	shorshololchelarekela
f5	25	16	dleiindatykaiinrasody
f5	25	17	oltoredotedaaiinroydo
f5	25	18	tydysholretychekokylaim
f5	25	19	tetotakalasaarcholeedy
f5	25	20	olainlaroordokytekaum
f5	26	1	fdechechordaraardoiir
f5	26	2	qokshesholcholqokleiireedy
f5	26	3	tydetedadyreiinqokkyol
f5	26	4	ftesholtaiinalshoraiinchetodaum
f5	26	5	lktosholshorchorqokaiintodedy
f5	26	6	dysholaindoleqokiinordysaum
f5	26	7	kolaqokraoltadosholaiindesheom
f5	26	8	tosalodadaaiinshetashoriin
f5	26	9	chcheainraradykaolchekearaiin
f5	26	10	fiiniinshorsholkekaroiir
f5	26	11	letesholororqokiincholalta
f5	26	12	lekyqoktokaaindycheiiram
f5	26	13	toolkykeainradokoiir
f5	26	14	deroketysoshordedoiinleor
f5	26	15	ttasaaldoorrocholartaol
f5	26	16	ardolakedyiinsaedydo
f5	26	17	steqoksocholrosachesaaiinkaedy
f5	26	18	tyladocholaintedokachol
f5	26	19	traaiindyiirsaaldydesoon
f5	26	20	oksholdokoketaorreaiinsaad
f5	27	1	dyallochorraartaraolka
f5	27	2	kokeroainiirkesheiirtokyon
f5	27	3	ytashoraiinaralainkychorainiinon
f5	27	4	detodytyshorkasokykoedy
f5	27	5	dosatadychortychecholedy
f5	27	6	dolkaallakeaiindodedy
f5	27	7	tysoleshorlakalaorchoraiinalod
f5	27	8	dosarosadoradaiirdey
f5	27	9	ysheolsosaleaintadaid
f5	27	10	desholreaiindyshedaraqokor
f5	27	11	kachedyiirredecholkaaiin
f5	27	12	dachorchorladytyiinqokiinshoran
f5	27	13	doralaainaltakysodoaiin
f5	27	14	loraaloltosholshorchekaiin
f5	27	15	daqokcholainrachedarosheshorleum
f5	27	16	olordekysholsheroratesasate
f5	27	17	alshollatocholainkyalon
f5	27	18	shkytychelosholsholchelooledy
f5	27	19	tetoshelalaleshortyin
f5	27	20	artechortylodototyedy
f5	28	1	dyainolcheainkasholtoaincholed
