folio	line	pos	token
f7	5	18	shdochedychkoshedorqoeshed
f7	5	19	qokdtordochedqodorqolcti
f7	5	20	chedyolchchedqoqokyiineti
f7	5	21	dorqokylcshedyqokyaiinainaiindar
f7	5	22	qodortikyqokykykoainaiinain
f7	5	23	dortikyrkqokykyaiintediain
f7	5	24	tshedtichekyteainchqokol
f7	5	25	qoktotkychedoryyolsh
f7	5	26	rkchamdishecholchedyshte
f7	5	27	toldoraindeysheolched
f7	5	28	cheamdedyrcchedyshqolcchedy
f7	5	29	doralysheychtedchqo
f7	5	30	yychedychtedqokchechiin
f7	6	1	chedychainoldchokqoqokqo
f7	6	2	chedydorolcholkeqoamqokol
f7	6	3	cholkecheqoqokdolcheolar
f7	6	4	qorhtitoolqokshchetyto
f7	6	5	amtishtoolttychydych
f7	6	6	shtchetydychaiindarear
f7	6	7	tttychydichaiinshdar
f7	6	8	tichykeoldodoshshtyrk
f7	6	9	oldrshkochyolainqokd
f7	6	10	lkqashshainchyolshedainqok
f7	6	11	qatyrkotchyolokshalchedy
f7	6	12	shchyokchedyyshchedyoltoshe
f7	6	13	chyolokqchedykotoqodorqo
f7	6	14	olchchediineshedshedyshedqokyky
f7	6	15	toaindorqokyekyykoain
f7	6	16	ainshedqotyqoktikyrkqokyain
f7	6	17	tyqokshedtirkcheaiindeydar
f7	6	18	chorqoktyotdortechdarrc
f7	6	19	chchsholdedyysheydar
f7	6	20	cheyalkyolcheainol
f7	6	21	olydoryychedyolqodche
f7	6	22	ainchedykycheoltedqaokqo
f7	6	23	kshtaiinkyolshedyqokqodo
f7	6	24	cheyyarqaqorhyoramqok
f7	6	25	keyqoalqoyallshqok
f7	6	26	dyaiinrhdaraliinqokshsht
f7	6	27	orliintoshtshedcheyych
f7	6	28	lchshdercshedcheolcheyyko
f7	6	29	tdicheolrktiaiinaiinlhalok
f7	6	30	rkcheyyaiinshdalolqoke
f7	7	1	tiaiinaiiniinlhlolqokesh
f7	7	2	inainkidorkkoeechedydarto
f7	7	3	qotkidorteqashedkoqokqaol
f7	7	4	chdoolkoqokchydartooliin
f7	7	5	dortardoolarchedylcainlal
f7	7	6	tarololdoarelcchedychedyiin
f7	7	7	qoiinarchedyainshqqchedyok
f7	7	8	arokchedyqorarokchedyydo
f7	7	9	iinrqarchtedoamainty
f7	7	10	ardorokinaiinqopaindarqopiin
f7	7	11	amshtyqaiinainshedainalq
f7	7	12	shtyaincheainalqinokko
f7	7	13	tyrkotchyyqokaindarkoched
f7	7	14	ainainaldodaraiindoraldiin
f7	7	15	alqdarokainkokdorainke
f7	7	16	okkkeqoiineyshedydy
f7	7	17	chedtoqodoriinekeshedqokyko
f7	7	18	doryshedqokydyykoalrhqo
f7	7	19	lcshedykyrhqodarainliinch
f7	7	20	iinelcqokykyaiinyainainok
f7	7	21	ykeaiindarchsholdyrciin
f7	7	22	aiinaincheqokokdedyetiy
f7	7	23	dyrcedishedcheolrkcheykoaiin
f7	7	24	edeercshediincheyycheolchey
f7	7	25	dyeshedcheolaiinaiinaiincheylol
f7	7	26	erciinycheoliintilalch
f7	7	27	otqokcheollctcheoltycheyqqoky
f7	7	28	aiinaiincheyqchqaiinshqoktar
f7	7	29	qotlcchrkshedkoolkotool
f7	7	30	kiolshedqokelckoaiintol
f7	8	1	chshedolaiinrcdartoolaraiin
f7	8	2	oldokokochyrcqiinarqok
f7	8	3	oldoainlcainiinaiinrciiny
f7	8	4	rcqchedyoriinoltetoramqop
f7	8	5	rcqoriinchalokqokyte
f7	8	6	chedyorchedyinaiinolteqopopshed
f7	8	7	okshintesheainopshediniin
f7	8	8	optorkoainalalqinainko
f7	8	9	shtyqaotshedaincheainokain
f7	8	10	iinshedainalqdarokainkoke
f7	8	11	iinokyqokdalchedyoldorqo
f7	8	12	ainyalqdochedychedqoallc
f7	8	13	doolchedtodorqodshedshedky
f7	8	14	aiindorlcyqokykykoqoaiinain
f7	8	15	etikyaiinkoqodarcheche
f7	8	16	qokyykokeaiiniinshdedyrc
f7	8	17	aiinykoainaincheedercshed
f7	8	18	iinchshdyrcdiyychaiin
f7	8	19	okearedicheolaiinchaiinaiin
f7	8	20	eqadedyrceiintiaiiniin
f7	8	21	elcrcrcqokcheolyaiintyiin
f7	8	22	chedydrcotqokcheaiinqosheched
f7	8	23	chqoqokainlleeqokteam
f7	8	24	olchainiincheolarchardeqo
f7	8	25	qoqokliinqotetootqoaiin
f7	8	26	liintorcheolchtoraiindoraincheol
f7	8	27	qokchydyychaiinkolardor
f7	8	28	tychychqaiinleqotchedyt
f7	8	29	tyychaiindarkosheqott
f7	8	30	tychydyychkoardorcheyt
f7	9	1	tarorqoliinopdoqashain
f7	9	2	inorqdorchdoqaeeain
f7	9	3	lcqadoeetyainiinchyyqok
f7	9	4	lhsholchedyqokdchedychedsheain
f7	9	5	yqokshdochedtoaindorqodor
f7	9	6	dochedychedsheainsheddorqoshedky
f7	9	7	chedytoainqokyqoqokytylcti
f7	9	8	qokyshedqokykykoaiinaincheqok
f7	9	9	kyteyycheqokokearol
f7	9	10	kyaiintekokeydarokderc
f7	9	11	darainchearqaeotiincheolt
f7	9	12	qokolshearqarcqokyshe
f7	9	13	arrcqokchekyteeiincheyti
f7	9	14	rcqokchtqocheoltyeetiched
f7	9	15	tqoteqokcheyticheddedolh
f7	9	16	eeqokticheddecheaiinqotokol
f7	9	17	lcololdoqokelcaiinolch
f7	9	18	archedylcainiinqokqokyaiin
f7	9	19	okchedyainqqchoksholte
f7	9	20	rkiinrainarokinoltedo
f7	9	21	cheeeoliindaloptykoot
f7	9	22	chedaiinkeiinlcdodotychyol
f7	9	23	lcqatykoiinolshedyqokd
f7	9	24	iinrlcchdoeesholaind
f7	9	25	chqaqarkshiinolokshy
f7	9	26	cheyrkchedyqokshtordochedyolch
f7	9	27	chedyollhokarartorolchched
f7	9	28	chedykoaiindartoaiintordechedyaiin
f7	9	29	qashedtoraindeqorkqokychor
f7	9	30	aiinqokdedarqorkkyartyot
f7	10	1	deamsherkorarchqoksham
f7	10	2	arqokchqokotrkdoramdide
f7	10	3	dedychrcolcheshqotelc
f7	10	4	chaindysheychshqochech
f7	10	5	ychechshqocheokqokcheain
f7	10	6	shqochechqokcheaincheolqokch
f7	10	7	cheltelcheoltycheddecheol
f7	10	8	ainarchardeqokicheykdor
f7	10	9	tearotqocheyoldorlhdq
f7	10	10	rarchedyainiinqqokshchedy
f7	10	11	chedyainrorarokshchedyinol
f7	10	12	iinrrchlcoktedoainqop
f7	10	13	okchedyinoltyqopokopiniin
f7	10	14	shchedyldodaropchedycheolshe
f7	10	15	tyshedcheolshshedyqaaltaiin
f7	10	16	alinainkeaiinchyqopchyqy
f7	10	17	aindarokaiindorainqopalqy
f7	10	18	qshekedordorelcyshedyshed
f7	10	19	koainaiindiinlcshedshedqokydy
f7	10	20	iinlcshedqokykykokeqoainiin
f7	10	21	shedshedkyaiinaiinkeaindarainch
f7	10	22	kyykokedaraincheiinchde
f7	10	23	kyyainqokolokarqaeot
f7	10	24	aindarchedyercotqoklctaiin
f7	10	25	rcololchedyshlcekylcaiin
f7	10	26	chedyshqoteqachedydchetety
f7	10	27	chedydokcheainteeetichedam
f7	10	28	aiinqocheolteqdeamchecheyol
f7	10	29	telcheolchcheddeolkkoche
f7	10	30	chdikidorlhamolqainqok
f7	11	1	charokotaiindykainamqa
f7	11	2	iinrdarainokrkrchedyarsh
f7	11	3	ainrchorlcokchedylolqop
f7	11	4	oliinklkdoshtykoiinain
f7	11	5	opdoshqaotainaincheainal
f7	11	6	doamshtyrkqakoainalq
f7	11	7	otshedqokqdarkochedchykeaiin
f7	11	8	ainainqokqdarkodorqopdiin
f7	11	9	dochedykochedsheaiinqodiine
f7	11	10	dolchchedainsheddorkyshedti
f7	11	11	doolsheddorkyiinlctishedqoky
f7	11	12	olchedsheqokyqotyqokshedrkaiin
f7	11	13	chedqotyqoktshedtikyrkaiin
f7	11	14	aiinsheqoshedchkykyaiindedy
f7	11	15	qokyorqokshotkyrkdichrc
f7	11	16	kydedyydarolqokchedylcd
f7	11	17	tedeyydarrcqokqachedyd
f7	11	18	darchechedyshqolcchedychotqok
f7	11	19	olshqotedlcottaiinl
f7	11	20	lccheainaiinqotelqoktiched
f7	11	21	otchechtesheqchedqokyinchey
f7	11	22	tqoshecheddecheindolhqop
f7	11	23	teltechdeaiinkolhqopche
f7	11	24	lartechinklhqopcheam
f7	11	25	cheolartortoqokiaincheolamqok
f7	11	26	chtookotkidydainqokol
f7	11	27	chychedaiindarlqotyqokdy
f7	11	28	chedyeeaiinoriiniinklkamsh
f7	11	29	eechedoliindaldoamshqa
f7	11	30	dodoshrkiinainshedcheainal
f7	12	1	lkeeshtyiinolqokshaldo
f7	12	2	ainshiinchyoldychedtoshe
f7	12	3	iinolokqokddoolchedaiinqo
f7	12	4	olarqokdshdoolchedsheddor
f7	12	5	shychsheainshedqokyqoqoti
f7	12	6	olchedsheqokydorqokyqoktirk
f7	12	7	chqoainarchtyqoktchedi
f7	12	8	chedqorkshedchkyrkchechte
f7	12	9	qoorarchorqokchechech
f7	12	10	qokchterkchedordyrcol
f7	12	11	shchedoramshechdarrcolchedy
f7	12	12	tshotedordydarrcchedyqo
f7	12	13	chechdordyydarolcheainlc
f7	12	14	yychedyainchtechechedychok
f7	12	15	yychcheainteddokqok
f7	12	16	checheqachqokolchlqoch
f7	12	17	checheainlcharrhtechdi
f7	12	18	rhoramtoqoktolqoktchy
f7	12	19	altishtoqoktttochy
f7	12	20	alliinchtodeshshedtyy
f7	12	21	shshedychkokoshardorqo
f7	12	22	chytichkoshloltiketi
f7	12	23	tichychqarkdoeecheychedysh
f7	12	24	teiinshedeechedyainshdarolok
f7	12	25	cheolrkeecheyollhshqachedyar
f7	12	26	kokolhshqatookshyain
f7	12	27	shedqokolkodarlartordarchedy
f7	12	28	eaiinrcolliinshedaraiinde
f7	12	29	aiiniinarolydechedyshekyor
f7	12	30	ollaiindarchedyrkorchorch
f7	13	1	aiinqokdaramkyorchqokqoksh
f7	13	2	qorkkyororqokqokechey
f7	13	3	orsherkchdeychdarol
f7	13	4	chcheolotealdyyyrcch
f7	13	5	olchamainysheychqod
f7	13	6	yychedyolcheainshqookche
f7	13	7	cheqochechedychqokcheaiinqocheol
f7	13	8	okqokchainqoleetechedot
f7	13	9	aiinqoltyqokchdechecheyaiin
f7	13	10	tarrhdoarainelcaiinql
f7	13	11	dochedyaineiinaiinrcchedyoky
f7	13	12	chedyiinaiinokololtoramqopain
f7	13	13	ainiinainaryaiinoltedoain
f7	13	14	aloltedoamqoptyincheolsh
f7	13	15	okshtesheqopokshedchedyeshed
f7	13	16	qaotiinainyainqainkoqo
f7	13	17	chedyalinokainkochykaiinal
f7	13	18	alqdookainkoqcheykeshedy
f7	13	19	okainkedorainqopaliinqchey
f7	13	20	keaiinqoqopeshedyshedyyal
f7	13	21	keyqodyaiinrhalshshol
f7	13	22	qoalqoyiinshtooltyrk
f7	13	23	qodarainloldettcheyti
f7	13	24	okshdetiindirkykoaiin
f7	13	25	dyshediincheolkyrkcheykoaiiniin
f7	13	26	chdedyrcshedlcyaiinaiiniin
f7	13	27	eotiinkyyshecheylalol
f7	13	28	aiintilchetiokqokyqdosh
f7	13	29	dydoolshedqokechedychyaiinto
f7	13	30	tekoqokchedyolchyqatoarol
f7	14	1	koqokkochylshedaraiinainde
f7	14	2	qokelcaiinqoliinychedytor
f7	14	3	iinchalolydarqoporshedych
f7	14	4	iinchalytoramkyqokchde
f7	14	5	yaiintedoaindaropchcheolsh
f7	14	6	doqopainqopshedyopshedchcheoly
f7	14	7	aindaropcheolsheyyalsh
f7	14	8	ainshedchedydeeydyalsht
f7	14	9	shqachalkshchedychkyshedy
f7	14	10	yalkshkyolshedyqocheqa
f7	14	11	dchycheykeyyqoaliinal
f7	14	12	aliinekeshedyydyqoqoiin
f7	14	13	qoqorhqoaiinyoriinshqok
f7	14	14	dykeaiindarainiinoldytdi
f7	14	15	qolchokqokdydishediinchey
f7	14	16	aiinaincheoldyrcedicheolky
f7	14	17	shedkytiaiinchkolhlalch
f7	14	18	cheolrkchaiiniinlalchqoqoky
f7	14	19	chydolcrkshedeeainshqadar
f7	14	20	chqaeecheyolshchedyarshtor
f7	14	21	qacheychedyollhokardchedyaiin
f7	14	22	olchedyarsheddtoraintokyty
f7	14	23	arshtoraindechsheshedqoqok
f7	14	24	yaindechaiinainqokyarchche
f7	14	25	tordesheqoarorshkyrkch
f7	14	26	sheqorkqokyortshotchdor
f7	14	27	qokyarqoktchetededyydar
f7	14	28	tytshotkydidedychedysh
f7	14	29	chamdyyolcheqoteqad
f7	14	30	dorysheolchtechechedychok
f7	15	1	amalkyychedyoltecheqa
f7	15	2	olaincheqachqokcheltecheol
f7	15	3	chkeshedydqokrainqoqokar
f7	15	4	olshedycheqokamliinqokcheolrh
f7	15	5	aiinqoqoorlshtoqokolt
f7	15	6	ytiqokqokshtchychchy
f7	15	7	shtotdirkdyychaiind
f7	15	8	oldetdicheychaiinkodl
f7	15	9	diiinrktiyshdlholti
f7	15	10	chyrktikoaiinshldorolke
f7	15	11	keqdchqadoqatychychedy
f7	15	12	rchqadoqacheyshchychedyy
f7	15	13	qatyrkainiinchedyydqchedy
f7	15	14	rkainlhokchedyshqchsheain
f7	15	15	okchedyyolchchedshedorqoky
f7	15	16	oltosheainshedqodorshedyshedqoky
f7	15	17	sheainshedqokytylcshedkykyte
f7	15	18	dortyqokykyaiinteyainainqok
f7	15	19	qoqokshedtichekeyainchechedy
f7	15	20	ainychqokolearqarcot
f7	15	21	didycheolchedyshchedyrcotqok
f7	15	22	dyydarolqoqalcchedydot
f7	15	23	rcolshchqokchechtaiinte
f7	15	24	olcheainchtedokqokaiincheol
f7	15	25	ddokqochllcheoleeqok
f7	15	26	techqokchainiinchqoktech
f7	15	27	cheqokolriincheolchtorarto
f7	15	28	qoqokarrhchtookotqoaiin
f7	15	29	iinyorqoktchetytydyy
f7	15	30	amtotshttochydydyched
f8	1	1	titottychychdyycheddar
f8	1	2	ttdiychdarkoshqotol
f8	1	3	aiiniintaraiinorkeolropsh
f8	1	4	olrqatyrkkootiinchyol
f8	1	5	dopdoqarkainolshedyd
f8	1	6	lkdoqashtylhiinolqokq
f8	1	7	tylholokainyqoksholto
f8	1	8	aindshalqchedyshedorqoal
f8	1	9	aldoolainkochedtokekeshed
f8	1	10	keaiindoriineshedydyqoaiindar
f8	1	11	aiindordelcshedkyrhaiinain
f8	1	12	iineshedaiinkokeliinchok
f8	1	13	aiinkeainaiindarliinoldedy
f8	1	14	kyaiintekedarqokolqaderc
f8	1	15	kytedeainqokqadyrcrcot
f8	1	16	ainchqoksharchedyrcrccheolt
f8	1	17	chdarrcqadrcotchelct
f8	1	18	shqoqachedydrcaiincheoltyee
f8	1	19	otchetshetiqcheddeqokyche
f8	1	20	sheqokcheyqdeqokycheqkook
f8	1	21	doarqokelcchytolchar
f8	1	22	kochyaiinrciinchdedarchedytor
f8	1	23	chyaiinrcqchqokydarqopky
f8	1	24	aiinokolqoktoramqopainorshedy
f8	1	25	okyteamaintyorshedqokch
f8	1	26	olamorshedyshedqokchchey
f8	1	27	amtydarorshedchsholyam
f8	1	28	qoptydarqopcheyqacht
f8	1	29	cheolshyqaainalshtyain
f8	1	30	ainykydoraincholcheqokok
f8	2	1	chedykychecheamqoqokiinqoktor
f8	2	2	cheyyarqoqoiinyaltiqok
f8	2	3	cheyyqoaiinyqoaiinalshol
f8	2	4	yqokyaiinkokedarlsholdy
f8	2	5	rhqodarlchokqokdediiin
f8	2	6	darokardyeshedcheolrktiy
f8	2	7	dyiincheolcheyaiinkoaiinlhalch
f8	2	8	shediinlccheyyaiincheyokqokyq
f8	2	9	qotkiiinchkoeeolqadarto
f8	2	10	doqarkkoolchyqaarshedar
f8	2	11	koqokkoaiinqadartolarde
f8	2	12	darlarardaraiinsheshedqokyar
f8	2	13	toaraiinolqokykyorchch
f8	2	14	daramqorkkyorqokotrkche
f8	2	15	orchorshchedordideyshe
f8	2	16	trkamdidyyshechchete
f8	2	17	dideycheolchedyqoqalcch
f8	2	18	rcolcheainshqotetaiinl
f8	2	19	shqotedchechedychainqote
f8	2	20	chlqotetechedotqokyinchey
f8	2	21	lcheolteardeqoolkched
f8	2	22	cheolchqokteardeamkdorlh
f8	2	23	tokiaiinolainamiinqqokqa
f8	2	24	totychychdyycheddarydy
f8	2	25	todirkydarsholtdyke
f8	2	26	keqolrlclkshtyainot
f8	2	27	dodoshtyrkkootainalq
f8	2	28	shedyqokdqchedyokainkoched
f8	2	29	rklhshiinokshchedyolchto
f8	2	30	qokyolkochedsheqoiineshed
f8	3	1	chedychaindorqodorlcshedshedyshed
f8	3	2	chedaiinainkytikyrkkyaiinte
f8	3	3	sheainardortyqoklcshedqokych
f8	3	4	orkytytkydidedychrc
f8	3	5	kyshaiindidyainycheqoksh
f8	3	6	chechdyychdararqalcchedy
f8	3	7	chdarsharqalcdrctqo
f8	3	8	olchedyqoqadercchecheolshe
f8	3	9	qachotchechqoteeeqde
f8	3	10	chedyokainaiintecheoltyqokteq
f8	3	11	cholainlcheolchardeamki
f8	3	12	ainqocheolartechamqokiol
f8	3	13	lqocheolchchokqokdorain
f8	3	14	amshqoktttydydychedko
f8	3	15	oltdidyychydarqotol
f8	3	16	tychydichdyarqoktdyke
f8	3	17	tydirkcheychkoolcheyqoke
f8	3	18	dirkyaiinshalcheyoktiam
f8	3	19	cheytiaiinaiincheylchqotiaiin
f8	3	20	inqotcheoliinchrkshedcheyoldar
f8	3	21	iinchrkqokcheyolshtoolshed
f8	3	22	iindooldoedarolliinqok
f8	3	23	koqokelcolaiinrctoiinchedy
f8	3	24	qokaiinrctoiinaraiinydartor
f8	3	25	olliinaraiinychedyqorkar
f8	3	26	alokaiinolainrkkyorshedyop
f8	3	27	yaiinolamainrkkyshedyope
f8	3	28	aiinamqoptyoropchoteol
f8	3	29	opchcheoldedorainyshechedych
f8	3	30	orshedyshedinchsheyshky
f8	4	1	deeyqaamkkychechke
f8	4	2	ksheykyainchcheqaokqo
f8	4	3	ainkedchechainlqotecheol
f8	4	4	techechqokolchaintelqok
f8	4	5	dolrainllcheolrhteto
f8	4	6	okqokolrainqokcharamaiin
f8	4	7	qoklarchqoaiincheyoldorain
f8	4	8	otkiaiincheyolqopcheiinqqok
f8	4	9	okshrkainrqaralchedyte
f8	4	10	chechedaiinoriindkalopiin
f8	4	11	iinkaldotykoiinchedyainy
f8	4	12	amshtytorkootyalalain
f8	4	13	chedyalaindarainkokkechyd
f8	4	14	inokainqokkealdqke
f8	4	15	aldoaiinqoqopiinecheykey
f8	4	16	qodordiinlcshedqoaiinyko
f8	4	17	diinelckeshedyqodydaral
f8	4	18	iinlcshedaiinkoaiinainallok
f8	4	19	dykoqoaiindarokqokoldedy
f8	4	20	rhaiinliinshdedydichychey
f8	4	21	qokoltdiiinrkchkokod
f8	4	22	rcdishedkyrkcheytiykoal
f8	4	23	dyrckycheytiyaiinaiiniinl
f8	4	24	iinlcaiiniinalchchetiokq
f8	4	25	cheolshetyeeiinolcheqdoaiin
f8	4	26	doriindoshedkolcchyrcoll
f8	4	27	doarlckoaiinqoliinqoky
f8	4	28	olainlcainiinqalolyol
f8	4	29	ainlciinrrcqoriinchal
f8	4	30	rcchokyaiinaintyorshedyop
f8	5	1	qorarshchedyolaintyorop
f8	5	2	aiindoqoptydaropincheolyy
f8	5	3	olteaindarshedyopcheyqa
f8	5	4	sheaindaropcheoleshedyqach
f8	5	5	alainalinainkaiinchyqopd
f8	5	6	alqainkoqokaiindqke
f8	5	7	keaiinchyalchycheyyqoqaee
f8	5	8	qopaldqkeqorhqoyl
f8	5	9	aldelcshedyshedalqoalch
f8	5	10	keshedqoaiinoraliinqokshol
f8	5	11	shedykyainliinoksholderc
f8	5	12	koainaincharoldeeiinky
f8	5	13	iinarrceshedkycheytiaiinch
f8	5	14	ardyotcheolttiyaiinshechey
f8	5	15	qalceotchelcaiinsheiinti
f8	5	16	chechlctaiinqoshetyqokche
f8	5	17	tshetyeeqoktechedchecheqop
f8	5	18	aiinqotelcheoltyeeqollh
f8	5	19	telchqoktechcheddelhd
f8	5	20	telchqokdiqokicheykd
f8	5	21	cheoltootqoaiinkdorcheamiin
f8	5	22	cheolartordiqoaiinkainamiin
f8	5	23	iinaindarainrarlcshchedyl
f8	5	24	tytarcheeeaiinolalopopsh
f8	5	25	iintaraiinolrlkdoqashain
f8	5	26	iinoplkdoqatyrkkochyol
f8	5	27	oplkdodoqatykoainalchedy
f8	5	28	doqacheyshiinchyqokqdool
f8	5	29	doqacheyrkainchyarshchched
f8	5	30	lhqaolshytorolchedaiinain
f8	6	1	lhdartookshedartorainolaiin
f8	6	2	arytorolchedshesheddorkyqok
f8	6	3	shdeolaiinshesheshedlckyrk
f8	6	4	ainqokyqotytikyrkaiinych
f8	6	5	shedqokyqoqokshedcheaiintedich
f8	6	6	shedtirkchedikeainokelc
f8	6	7	rkchdortedychedyarqachedyd
f8	6	8	doramaindarolchedydchedydok
f8	6	9	chechedydchokqokchetaiinl
f8	6	10	shdchotcheainaiinqoteee
f8	6	11	dokqokchechaintetyqde
f8	6	12	aiinqoltiqamcheyaiinkolh
f8	6	13	dortardoolqoklcchedyainaiinal
f8	6	14	olchedyelciinrclchqokaiin
f8	6	15	eaiinrcqchedyokolqokchedyam
f8	6	16	liinalolchedyqopkyorshedyor
f8	6	17	chedytoramqopkyopotolchdor
f8	6	18	kyoropshedchchotkshechedy
f8	6	19	deshyamainshshekychol
f8	6	20	cheoldesheyalchkyainke
f8	6	21	inchyaiinchyainqopalkearqo
f8	6	22	aiindoraldqyqodyeeal
f8	6	23	dqkecheydyqoalqoall
f8	6	24	qshedyyqoqoalyorall
f8	6	25	yqodyaiinrhtisholsht
f8	6	26	yortishsholqokttyto
f8	6	27	qokttychydichdychchedaiin
f8	6	28	tychydidydarkoarqokdyke
f8	6	29	aiiniintaraiinorolaldoshrk
f8	6	30	keqoliinlclkdodootiin
f8	7	1	qatyainkochyolyaldochedy
f8	7	2	doeeainlhiinchyokyalq
f8	7	3	docheyainsholchedyysholch
f8	7	4	iinchyyolchedsheaiindorqoqo
f8	7	5	dshytorchedaiinainqokyqoqo
f8	7	6	okarsholchedainshedqokydorqok
f8	7	7	desheqoainshedqokyarqokyqok
f8	7	8	qokaintoraiinqokyorqokqoktot
f8	7	9	qorkchtshrkchetedyy
f8	7	10	tyqoktotrkdortedyych
f8	7	11	orchshechedordeyyrc
f8	7	12	orchshoteamainychedych
f8	7	13	alsheychedyrcolcheainshch
f8	7	14	alkshechchechdqaokqo
f8	7	15	shecheainolketeqacheqokol
f8	7	16	altchedycheqacheqokamqool
f8	7	17	chdorolshedycheqaamqokrdo
f8	7	18	chyqyqoeealrhyalsh
f8	7	19	qoaiinalltiqoksholqokt
f8	7	20	eerhortishtoolshtty
f8	7	21	ytoshqokshttochychy
f8	7	22	shtoolqoktychychdycheddar
f8	7	23	toqokoldetchydicheyshd
f8	7	24	tdichyrkcheykolharcheyqo
f8	7	25	tytartikedolkdoqatyrk
f8	7	26	aiinorkerlkdoeeshlhiin
f8	7	27	dqadodoainchyokchedyyy
f8	7	28	tyainlhchyyddoolchto
f8	7	29	ydochedsheaindordordelc
f8	7	30	chedtoaindorqodoryshedykyaiin
f8	8	1	ainshedqokytyshedkyaiinykoain
f8	8	2	shedqokyarqotyqokshedcheaiiny
f8	8	3	qokychqoktytkyrkchechol
f8	8	4	dorychdarrcqokolqolcchedy
f8	8	5	dorydarchetelcchedydchok
f8	8	6	darchechedylcchedyotcheaintel
f8	8	7	lcchechainqoshetyeetiched
f8	8	8	qoklaiinleeqokqdeamot
f8	8	9	dokcheiinqoteltechedqo
f8	8	10	chliinqotetechamqoki
f8	8	11	telqoktedeaminoldam
f8	8	12	qokcharkicheydorchedokain
f8	8	13	rhrarainiinqqorchchedy
f8	8	14	shiinrainchedyorarlcokl
f8	8	15	aiiniinchediinoliinddoopsh
f8	8	16	tytarolrlclkdoshshrk
f8	8	17	taraiinorkeiindrlkshrk
f8	8	18	iindlccheeshtyainysh
f8	8	19	docheyrkiinokqokdqdoch
f8	8	20	doainshqaolokarqoktorol
f8	8	21	qaeechedyaindarolardchaiin
f8	8	22	olaryainchedyaiintosheddorqo
f8	8	23	shedydeaiinqoainshedchqokt
f8	8	24	chedqorkqokychortshtirk
f8	8	25	qoqokychortrkchtedide
f8	8	26	shedarticheaiintedideaindar
f8	8	27	tyqokshtirkchaincheqokchedy
f8	8	28	kychetededyyychedyqoqa
f8	8	29	olqokolqoqalceqokkyaiin
f8	8	30	rcolainchedychokotcheqote
f8	9	1	qotechokotqokcheainlte
f8	9	2	qoqokchechcheoltyeechchedde
f8	9	3	qokqocheoltycheddeamincheyol
f8	9	4	ainteqoktechqokiincheyol
f8	9	5	inolkdorlhchedamokqok
f8	9	6	iinrainokrkiinqchedyaral
f8	9	7	iincheoriindkallkopam
f8	9	8	iinchylcopdodoshtyrkain
f8	9	9	lcopdoqashtyotiinyqok
f8	9	10	kochyshedyaldochedyokainto
f8	9	11	iinolokchedyqokydokochedto
f8	9	12	aindarchedytorchedyolchedaiinsheqoky
f8	9	13	shdartoaraindarchchedshedqoky
f8	9	14	shedainqorkqokyarorkyqokt
f8	9	15	torchedqoshedarortytikych
f8	9	16	aiinqokyarchqoktyqokshotky
f8	9	17	rkorchorqokteolshey
f8	9	18	orcheoleolchdoramainolche
f8	9	19	dorainalyychedychetedche
f8	9	20	eolyyainalchedychedche
f8	9	21	kshtydorainchecheqokqok
f8	9	22	chedychdorkedokqokainqoqok
f8	9	23	chykecheydyqorhainyalsh
f8	9	24	archeyyqoalainiinorshqok
f8	9	25	yamtioltchechdyych
f8	9	26	tishtoqoktydichychsh
f8	9	27	toqokshttychykosh
f8	9	28	tdiiinchytichchlhqoti
f8	9	29	inorqcheolrlcqatyrksh
f8	9	30	chyinkiiinqarkcheyolainsh
f8	10	1	chqarkqashdarokshedytor
f8	10	2	shedkoqokoldartochedyyaindar
f8	10	3	shedkoqokeqadararoltordar
f8	10	4	olchydartoshedaiinaindartorrk
f8	10	5	shedolsherkkyarchtyqoksh
f8	10	6	aiinchedytorrkkychchshote
f8	10	7	qoprkshedyopqokchshydoral
f8	10	8	rkkychchotedoramdyy
f8	10	9	shedinchcheolyqaamshchky
f8	10	10	shedyopshediindeshechshchedy
f8	10	11	shyyqachdyalcholshedy
f8	10	12	chedkedoraliincheyyshedyydy
f8	10	13	ainkedlckeyqokyqoaiinko
f8	10	14	aiindorqoiinshedyshedyqokykoaiin
f8	10	15	qotytikyshedkyykeydar
f8	10	16	qoklctirkaiindikochdarqok
f8	10	17	qotykyaiintedekeainainqok
f8	10	18	kyshchaiindidyainychesh
f8	10	19	tirkchaiinchcheqokolear
f8	10	20	tedeainchedyshearrcrcot
f8	10	21	rcqokchedyarlcchedyrcrcott
f8	10	22	qalcercqokkyaiinaiinaiinchey
f8	10	23	rcqokkysheaiiniincheytichche
f8	10	24	aiinshecheytiqcholqokyqokyaiin
f8	10	25	aiinaiincheoleecheychedchcheaiinko
f8	10	26	tarchdooldoqokeolkorc
f8	10	27	dortarolrhqokrcqoliinal
f8	10	28	doainiinqliinokqokyol
f8	10	29	rcchedylokolykyorshedyop
f8	10	30	qokoltorqopainkychshotol
f8	11	1	chedytorainkycheolsholdorainal
f8	11	2	torainkyopcheolotedoramal
f8	11	3	qopopdeeolchainalsht
f8	11	4	olqaalkshchedykydorainshedy
f8	11	5	cheoleyyalkchcholqo
f8	11	6	qachedycholkeshedyqoqacheam
f8	11	7	alshaiinchcholshedycherdo
f8	11	8	chyaldchycheycheyqaiinoral
f8	11	9	aliincheyyyyalrhall
